id,longitude,latitude,date
ITA 34,64°26.60'E,38°35.93'S,2020-12-08
FRA 53,61°16.19'E,39°37.95'S,2020-12-08
FRA 49,54°08.44'E,41°15.40'S,2020-12-08
FRA 30,51°30.79'E,40°17.31'S,2020-12-08
SUI 7,28°44.82'E,43°22.22'S,2020-12-08
FRA 92,27°17.24'E,43°39.36'S,2020-12-08
FRA 14,27°13.91'E,43°35.45'S,2020-12-08
FRA 71,23°26.12'E,43°36.09'S,2020-12-08
ESP 33,19°27.33'E,44°43.22'S,2020-12-08
GBR 777,18°53.53'E,44°48.08'S,2020-12-08
FRA 56,01°24.24'E,42°42.30'S,2020-12-08
FRA 50,00°05.22'E,41°44.68'S,2020-12-08
FRA 72,00°16.53'W,42°33.30'S,2020-12-08
FRA 83,02°58.43'W,42°55.12'S,2020-12-08
JPN 11,05°54.25'W,43°29.14'S,2020-12-08
FIN 222,04°53.29'W,40°27.67'S,2020-12-08
FRA 8,11°02.10'W,42°14.49'S,2020-12-08
FRA 79,87°07.15'E,39°44.85'S,2020-12-09
FRA 59,81°49.39'E,38°42.96'S,2020-12-09
FRA 18,77°23.69'E,45°02.63'S,2020-12-09
FRA 17,77°56.83'E,42°02.07'S,2020-12-09
FRA 09,76°33.44'E,41°12.09'S,2020-12-09
FRA 01,75°58.21'E,40°11.47'S,2020-12-09
FRA 1000,75°30.60'E,40°54.63'S,2020-12-09
MON 10,75°36.31'E,40°40.38'S,2020-12-09
FRA 27,72°25.70'E,40°59.09'S,2020-12-09
ITA 34,71°25.78'E,40°17.16'S,2020-12-09
FRA 53,68°40.25'E,41°12.43'S,2020-12-09
FRA 49,61°38.67'E,43°11.50'S,2020-12-09
FRA 30,59°18.25'E,42°26.97'S,2020-12-09
SUI 7,32°21.54'E,41°30.24'S,2020-12-09
FRA 14,29°50.42'E,41°49.30'S,2020-12-09
FRA 92,29°47.78'E,41°45.54'S,2020-12-09
FRA 71,27°06.87'E,40°18.62'S,2020-12-09
ESP 33,24°41.25'E,44°26.04'S,2020-12-09
GBR 777,23°55.54'E,44°25.75'S,2020-12-09
FRA 56,07°14.74'E,42°02.96'S,2020-12-09
FRA 72,06°13.02'E,42°39.38'S,2020-12-09
FRA 50,05°35.00'E,41°54.22'S,2020-12-09
FRA 83,04°14.52'E,42°10.70'S,2020-12-09
JPN 11,02°40.17'E,42°57.32'S,2020-12-09
FIN 222,00°23.49'E,40°27.38'S,2020-12-09
FRA 8,02°10.06'W,40°49.58'S,2020-12-09
FRA 79,92°45.21'E,41°12.82'S,2020-12-10
FRA 59,88°35.44'E,39°34.23'S,2020-12-10
FRA 17,85°15.22'E,42°15.55'S,2020-12-10
FRA 18,83°52.67'E,45°08.34'S,2020-12-10
FRA 09,83°56.33'E,42°40.27'S,2020-12-10
FRA 01,83°17.68'E,42°44.52'S,2020-12-10
FRA 1000,83°00.66'E,42°18.72'S,2020-12-10
MON 10,82°54.45'E,41°54.01'S,2020-12-10
FRA 27,80°20.04'E,43°35.57'S,2020-12-10
ITA 34,79°18.55'E,43°15.53'S,2020-12-10
FRA 53,76°33.98'E,42°32.05'S,2020-12-10
FRA 49,69°54.94'E,44°01.89'S,2020-12-10
FRA 30,66°54.57'E,44°06.04'S,2020-12-10
SUI 7,38°57.14'E,40°25.22'S,2020-12-10
FRA 14,37°42.43'E,43°13.73'S,2020-12-10
FRA 92,37°31.37'E,42°33.81'S,2020-12-10
FRA 71,33°14.31'E,40°42.34'S,2020-12-10
ESP 33,30°30.32'E,43°10.38'S,2020-12-10
GBR 777,29°14.51'E,43°24.51'S,2020-12-10
FRA 56,14°29.94'E,41°05.61'S,2020-12-10
FRA 72,13°56.16'E,42°04.05'S,2020-12-10
FRA 50,13°25.82'E,41°55.79'S,2020-12-10
FRA 83,12°33.84'E,41°47.44'S,2020-12-10
JPN 11,11°21.38'E,42°19.75'S,2020-12-10
FIN 222,07°05.85'E,40°17.72'S,2020-12-10
FRA 8,06°05.70'E,39°09.99'S,2020-12-10
FRA 79,97°37.70'E,44°08.42'S,2020-12-11
FRA 59,95°37.99'E,43°09.43'S,2020-12-11
FRA 17,94°51.20'E,43°45.01'S,2020-12-11
FRA 09,92°55.72'E,42°39.91'S,2020-12-11
FRA 01,92°34.91'E,43°24.19'S,2020-12-11
FRA 18,91°47.25'E,45°24.67'S,2020-12-11
FRA 1000,92°24.18'E,43°02.85'S,2020-12-11
MON 10,92°18.01'E,42°29.87'S,2020-12-11
FRA 27,90°05.17'E,44°12.37'S,2020-12-11
ITA 34,88°26.64'E,43°44.18'S,2020-12-11
FRA 53,85°38.05'E,43°30.42'S,2020-12-11
FRA 49,78°16.25'E,44°43.50'S,2020-12-11
FRA 30,74°50.25'E,45°43.02'S,2020-12-11
SUI 7,44°42.96'E,39°28.29'S,2020-12-11
FRA 92,40°47.74'E,43°04.92'S,2020-12-11
FRA 14,40°45.56'E,42°52.60'S,2020-12-11
ESP 33,36°51.10'E,43°04.67'S,2020-12-11
GBR 777,35°50.78'E,43°47.95'S,2020-12-11
FRA 71,34°49.84'E,41°54.77'S,2020-12-11
FRA 72,20°35.62'E,42°01.73'S,2020-12-11
FRA 50,20°40.00'E,41°28.70'S,2020-12-11
JPN 11,19°21.74'E,41°46.33'S,2020-12-11
FRA 83,17°52.53'E,41°34.08'S,2020-12-11
FRA 56,17°32.93'E,37°09.79'S,2020-12-11
FRA 8,14°53.19'E,40°17.70'S,2020-12-11
FIN 222,13°54.95'E,41°21.81'S,2020-12-11
FRA 79,107°04.99'E,44°53.42'S,2020-12-12
FRA 59,105°17.48'E,44°22.68'S,2020-12-12
FRA 17,105°05.53'E,43°53.80'S,2020-12-12
FRA 01,102°23.61'E,43°11.15'S,2020-12-12
FRA 1000,102°18.71'E,42°56.73'S,2020-12-12
FRA 18,101°14.93'E,44°38.50'S,2020-12-12
FRA 09,102°19.63'E,41°30.43'S,2020-12-12
MON 10,100°41.58'E,42°09.22'S,2020-12-12
FRA 27,100°09.72'E,42°51.92'S,2020-12-12
ITA 34,97°57.99'E,43°18.09'S,2020-12-12
FRA 53,94°14.48'E,44°04.80'S,2020-12-12
FRA 49,84°19.33'E,47°22.01'S,2020-12-12
FRA 30,82°17.27'E,48°08.14'S,2020-12-12
SUI 7,53°01.58'E,41°37.34'S,2020-12-12
FRA 14,46°48.96'E,42°28.80'S,2020-12-12
FRA 92,46°18.05'E,41°47.10'S,2020-12-12
ESP 33,41°44.67'E,42°31.89'S,2020-12-12
GBR 777,41°39.21'E,43°01.49'S,2020-12-12
FRA 71,40°50.92'E,42°38.50'S,2020-12-12
FRA 50,26°13.57'E,43°09.14'S,2020-12-12
FRA 72,25°35.16'E,43°25.57'S,2020-12-12
JPN 11,24°58.82'E,44°22.74'S,2020-12-12
FRA 83,23°35.17'E,43°27.77'S,2020-12-12
FRA 8,21°51.33'E,42°35.07'S,2020-12-12
FIN 222,19°00.40'E,40°24.58'S,2020-12-12
FRA 79,116°06.40'E,45°17.35'S,2020-12-13
FRA 59,114°37.51'E,44°57.31'S,2020-12-13
FRA 17,114°34.95'E,44°32.62'S,2020-12-13
FRA 1000,110°09.11'E,44°08.51'S,2020-12-13
FRA 01,109°53.45'E,44°29.58'S,2020-12-13
FRA 09,111°00.47'E,42°28.50'S,2020-12-13
FRA 18,109°09.22'E,44°56.95'S,2020-12-13
MON 10,108°28.97'E,43°19.50'S,2020-12-13
FRA 27,107°44.64'E,43°58.37'S,2020-12-13
ITA 34,106°47.19'E,45°01.05'S,2020-12-13
FRA 53,102°52.02'E,44°51.46'S,2020-12-13
FRA 49,90°48.41'E,45°57.46'S,2020-12-13
FRA 30,89°57.22'E,47°25.45'S,2020-12-13
SUI 7,61°01.82'E,42°07.48'S,2020-12-13
FRA 14,54°35.69'E,42°14.26'S,2020-12-13
FRA 92,52°13.49'E,41°27.98'S,2020-12-13
GBR 777,46°07.75'E,42°20.24'S,2020-12-13
ESP 33,46°04.12'E,42°14.37'S,2020-12-13
FRA 71,45°12.50'E,42°00.76'S,2020-12-13
JPN 11,32°49.96'E,43°21.96'S,2020-12-13
FRA 72,32°37.45'E,43°18.59'S,2020-12-13
FRA 50,32°17.33'E,42°56.88'S,2020-12-13
FRA 83,31°23.39'E,43°27.02'S,2020-12-13
FRA 8,29°55.14'E,42°25.69'S,2020-12-13
FIN 222,25°01.53'E,40°35.77'S,2020-12-13
FRA 79,126°06.88'E,47°51.49'S,2020-12-14
FRA 59,124°43.49'E,47°26.51'S,2020-12-14
FRA 17,125°04.97'E,46°58.88'S,2020-12-14
FRA 1000,119°14.36'E,45°40.18'S,2020-12-14
FRA 01,119°05.39'E,45°52.54'S,2020-12-14
FRA 09,119°23.47'E,45°08.81'S,2020-12-14
FRA 18,118°27.59'E,45°39.08'S,2020-12-14
MON 10,116°58.90'E,45°19.73'S,2020-12-14
FRA 27,115°45.88'E,45°21.93'S,2020-12-14
ITA 34,114°41.35'E,45°44.17'S,2020-12-14
FRA 53,110°12.48'E,45°42.83'S,2020-12-14
FRA 30,97°34.28'E,46°39.21'S,2020-12-14
FRA 49,97°21.85'E,46°12.13'S,2020-12-14
SUI 7,65°27.20'E,43°32.32'S,2020-12-14
FRA 14,59°02.44'E,43°00.52'S,2020-12-14
FRA 92,56°26.67'E,41°43.42'S,2020-12-14
ESP 33,50°18.63'E,41°44.34'S,2020-12-14
GBR 777,50°07.50'E,41°44.14'S,2020-12-14
FRA 71,49°20.52'E,41°12.87'S,2020-12-14
JPN 11,39°22.79'E,43°03.03'S,2020-12-14
FRA 8,38°54.67'E,42°56.36'S,2020-12-14
FRA 72,38°33.84'E,43°23.32'S,2020-12-14
FRA 50,38°02.52'E,42°37.08'S,2020-12-14
FRA 83,37°34.36'E,42°51.92'S,2020-12-14
FIN 222,31°19.36'E,42°16.04'S,2020-12-14
FRA 59,131°59.61'E,51°10.14'S,2020-12-15
FRA 17,132°26.23'E,50°21.40'S,2020-12-15
FRA 79,130°33.38'E,48°45.93'S,2020-12-15
FRA 01,122°17.18'E,47°51.78'S,2020-12-15
FRA 18,122°18.10'E,47°49.22'S,2020-12-15
MON 10,122°16.79'E,47°50.13'S,2020-12-15
FRA 09,122°17.28'E,47°48.26'S,2020-12-15
FRA 1000,122°17.05'E,47°44.59'S,2020-12-15
FRA 27,121°00.17'E,46°49.11'S,2020-12-15
ITA 34,120°20.68'E,46°13.84'S,2020-12-15
FRA 53,115°23.43'E,45°55.72'S,2020-12-15
FRA 30,105°49.64'E,45°31.77'S,2020-12-15
FRA 49,104°47.61'E,45°20.42'S,2020-12-15
SUI 7,71°01.21'E,44°33.23'S,2020-12-15
FRA 14,66°08.72'E,44°37.26'S,2020-12-15
FRA 92,63°16.73'E,42°11.83'S,2020-12-15
GBR 777,59°19.17'E,43°01.24'S,2020-12-15
ESP 33,59°07.70'E,42°54.13'S,2020-12-15
FRA 71,57°32.99'E,42°21.30'S,2020-12-15
JPN 11,46°13.52'E,40°38.47'S,2020-12-15
FRA 8,45°18.31'E,39°40.53'S,2020-12-15
FRA 72,44°03.18'E,41°12.44'S,2020-12-15
FRA 50,43°59.62'E,41°10.10'S,2020-12-15
FRA 83,42°56.37'E,41°13.32'S,2020-12-15
FIN 222,37°16.96'E,43°18.09'S,2020-12-15
FRA 17,140°41.56'E,53°53.18'S,2020-12-16
FRA 59,140°38.38'E,53°14.54'S,2020-12-16
FRA 79,136°52.77'E,52°52.88'S,2020-12-16
FRA 01,130°30.22'E,49°24.23'S,2020-12-16
FRA 1000,129°29.89'E,49°52.71'S,2020-12-16
FRA 09,129°14.83'E,50°03.61'S,2020-12-16
MON 10,129°36.15'E,49°28.23'S,2020-12-16
FRA 18,127°49.36'E,50°36.66'S,2020-12-16
FRA 27,126°31.55'E,48°40.68'S,2020-12-16
ITA 34,125°59.08'E,48°24.68'S,2020-12-16
FRA 53,121°37.36'E,46°47.59'S,2020-12-16
FRA 30,114°34.24'E,44°58.35'S,2020-12-16
FRA 49,112°39.53'E,45°21.32'S,2020-12-16
SUI 7,81°05.76'E,44°05.34'S,2020-12-16
FRA 14,74°17.32'E,43°45.60'S,2020-12-16
FRA 92,69°46.72'E,43°42.72'S,2020-12-16
GBR 777,67°30.38'E,43°01.36'S,2020-12-16
ESP 33,67°40.95'E,42°33.18'S,2020-12-16
FRA 71,65°48.15'E,42°03.67'S,2020-12-16
FRA 8,53°18.93'E,39°18.04'S,2020-12-16
JPN 11,52°22.47'E,39°33.68'S,2020-12-16
FRA 50,50°28.62'E,40°21.99'S,2020-12-16
FRA 72,49°06.55'E,40°34.90'S,2020-12-16
FRA 83,48°46.96'E,40°45.46'S,2020-12-16
FIN 222,41°47.23'E,42°19.68'S,2020-12-16
FRA 17,152°57.15'E,55°28.90'S,2020-12-17
FRA 59,150°48.37'E,53°51.84'S,2020-12-17
FRA 79,149°24.05'E,54°58.24'S,2020-12-17
FRA 01,141°19.16'E,51°05.59'S,2020-12-17
MON 10,140°13.99'E,51°47.30'S,2020-12-17
FRA 1000,140°05.45'E,51°57.56'S,2020-12-17
FRA 09,139°11.57'E,52°03.46'S,2020-12-17
FRA 18,139°11.03'E,51°46.24'S,2020-12-17
FRA 27,137°12.40'E,49°49.93'S,2020-12-17
ITA 34,136°58.93'E,49°31.47'S,2020-12-17
FRA 53,130°24.75'E,49°19.82'S,2020-12-17
FRA 30,122°56.11'E,45°59.12'S,2020-12-17
FRA 49,120°54.62'E,46°00.98'S,2020-12-17
SUI 7,87°34.87'E,44°40.53'S,2020-12-17
FRA 14,80°53.90'E,42°58.60'S,2020-12-17
FRA 92,78°27.45'E,42°43.77'S,2020-12-17
GBR 777,75°59.33'E,43°10.86'S,2020-12-17
ESP 33,76°02.31'E,42°18.44'S,2020-12-17
FRA 71,74°24.76'E,41°50.24'S,2020-12-17
FRA 8,62°34.24'E,39°52.69'S,2020-12-17
JPN 11,60°14.26'E,39°38.97'S,2020-12-17
FRA 50,55°39.86'E,40°45.15'S,2020-12-17
FRA 83,53°49.76'E,42°13.23'S,2020-12-17
FRA 72,54°12.69'E,41°22.96'S,2020-12-17
FIN 222,48°42.92'E,42°16.45'S,2020-12-17
FRA 17,159°53.75'E,55°42.77'S,2020-12-18
FRA 79,158°33.72'E,55°26.58'S,2020-12-18
FRA 59,156°21.50'E,54°20.29'S,2020-12-18
FRA 01,151°45.63'E,51°53.92'S,2020-12-18
MON 10,150°43.70'E,52°56.55'S,2020-12-18
FRA 1000,150°19.31'E,52°53.35'S,2020-12-18
FRA 18,149°56.35'E,52°29.29'S,2020-12-18
FRA 09,149°04.17'E,53°24.77'S,2020-12-18
FRA 27,147°38.75'E,51°07.37'S,2020-12-18
ITA 34,147°01.46'E,50°36.56'S,2020-12-18
FRA 53,137°28.90'E,52°27.66'S,2020-12-18
FRA 30,128°01.18'E,49°58.47'S,2020-12-18
FRA 49,126°19.73'E,49°55.91'S,2020-12-18
SUI 7,95°26.48'E,43°05.47'S,2020-12-18
FRA 14,88°55.00'E,43°10.57'S,2020-12-18
FRA 92,86°35.35'E,42°34.99'S,2020-12-18
GBR 777,84°19.98'E,43°49.52'S,2020-12-18
ESP 33,83°18.90'E,43°24.08'S,2020-12-18
FRA 71,80°29.72'E,43°25.01'S,2020-12-18
FRA 8,68°58.17'E,42°09.96'S,2020-12-18
JPN 11,66°40.11'E,41°28.26'S,2020-12-18
FRA 50,62°45.09'E,41°56.37'S,2020-12-18
FRA 72,61°39.30'E,42°54.41'S,2020-12-18
FRA 83,61°06.81'E,42°56.47'S,2020-12-18
FIN 222,54°09.47'E,42°55.52'S,2020-12-18
FRA 17,169°02.31'E,54°54.20'S,2020-12-19
FRA 79,167°48.22'E,54°32.13'S,2020-12-19
FRA 59,165°24.83'E,54°15.89'S,2020-12-19
MON 10,158°26.72'E,55°26.78'S,2020-12-19
FRA 01,157°48.73'E,54°46.58'S,2020-12-19
FRA 09,156°44.54'E,55°34.66'S,2020-12-19
FRA 1000,156°28.63'E,55°33.37'S,2020-12-19
FRA 18,154°25.27'E,55°00.31'S,2020-12-19
FRA 27,154°38.69'E,53°58.03'S,2020-12-19
ITA 34,153°40.07'E,53°50.44'S,2020-12-19
FRA 53,144°53.66'E,54°14.93'S,2020-12-19
FRA 30,136°30.53'E,51°29.69'S,2020-12-19
FRA 49,134°47.93'E,50°43.56'S,2020-12-19
SUI 7,104°09.21'E,43°32.00'S,2020-12-19
FRA 14,95°04.77'E,45°51.69'S,2020-12-19
FRA 92,91°14.89'E,45°09.36'S,2020-12-19
GBR 777,90°08.92'E,45°59.55'S,2020-12-19
ESP 33,88°56.83'E,44°56.30'S,2020-12-19
FRA 71,86°07.40'E,44°52.52'S,2020-12-19
FRA 8,78°41.04'E,43°38.78'S,2020-12-19
JPN 11,74°59.57'E,43°01.85'S,2020-12-19
FRA 50,70°42.28'E,43°11.44'S,2020-12-19
FRA 83,69°54.50'E,43°00.19'S,2020-12-19
FRA 72,69°21.61'E,43°00.62'S,2020-12-19
FIN 222,59°15.41'E,42°35.87'S,2020-12-19
FRA 17,179°56.63'E,55°34.53'S,2020-12-20
FRA 79,176°18.49'E,55°50.01'S,2020-12-20
FRA 59,175°00.03'E,55°08.11'S,2020-12-20
MON 10,167°53.57'E,56°17.02'S,2020-12-20
FRA 01,166°31.16'E,55°55.01'S,2020-12-20
FRA 09,165°01.47'E,56°09.60'S,2020-12-20
FRA 1000,164°11.47'E,55°52.76'S,2020-12-20
FRA 27,162°04.18'E,56°05.46'S,2020-12-20
ITA 34,159°33.31'E,56°08.02'S,2020-12-20
FRA 18,158°53.24'E,54°44.64'S,2020-12-20
FRA 53,155°45.54'E,54°41.34'S,2020-12-20
FRA 30,147°04.22'E,53°45.48'S,2020-12-20
FRA 49,144°43.41'E,52°46.78'S,2020-12-20
SUI 7,110°48.77'E,44°58.36'S,2020-12-20
FRA 14,102°38.36'E,45°02.62'S,2020-12-20
GBR 777,99°47.19'E,45°46.02'S,2020-12-20
FRA 92,99°28.59'E,44°09.33'S,2020-12-20
ESP 33,97°09.06'E,45°13.92'S,2020-12-20
FRA 71,93°51.54'E,44°53.31'S,2020-12-20
FRA 8,88°42.18'E,44°10.19'S,2020-12-20
JPN 11,84°26.76'E,44°04.07'S,2020-12-20
FRA 50,77°12.46'E,43°40.50'S,2020-12-20
FRA 83,75°46.12'E,44°56.94'S,2020-12-20
FRA 72,75°22.87'E,44°17.15'S,2020-12-20
FIN 222,64°37.37'E,42°22.29'S,2020-12-20
FRA 17,171°55.36'W,55°37.48'S,2020-12-21
FRA 79,175°02.98'W,54°48.71'S,2020-12-21
FRA 59,176°09.21'W,54°35.70'S,2020-12-21
MON 10,177°12.98'E,56°13.95'S,2020-12-21
FRA 01,176°27.19'E,55°57.92'S,2020-12-21
FRA 09,175°24.22'E,56°31.15'S,2020-12-21
FRA 1000,173°08.22'E,56°20.67'S,2020-12-21
FRA 27,171°16.52'E,56°23.10'S,2020-12-21
ITA 34,170°54.12'E,56°24.03'S,2020-12-21
FRA 53,166°37.08'E,56°21.90'S,2020-12-21
FRA 18,161°10.99'E,56°04.92'S,2020-12-21
FRA 30,158°02.72'E,55°14.45'S,2020-12-21
FRA 49,154°51.97'E,54°13.37'S,2020-12-21
SUI 7,116°12.37'E,44°06.81'S,2020-12-21
FRA 14,110°20.60'E,44°28.21'S,2020-12-21
GBR 777,108°36.24'E,44°47.35'S,2020-12-21
FRA 92,106°52.38'E,43°51.94'S,2020-12-21
ESP 33,105°52.36'E,44°59.09'S,2020-12-21
FRA 71,102°27.22'E,44°32.45'S,2020-12-21
FRA 8,97°37.69'E,44°55.62'S,2020-12-21
JPN 11,90°55.03'E,45°29.78'S,2020-12-21
FRA 50,82°31.91'E,44°54.85'S,2020-12-21
FRA 83,81°10.74'E,46°36.22'S,2020-12-21
FRA 72,80°38.67'E,45°41.57'S,2020-12-21
FIN 222,71°23.79'E,42°30.52'S,2020-12-21
FRA 17,164°09.67'W,55°10.17'S,2020-12-22
FRA 79,166°42.67'W,55°29.70'S,2020-12-22
FRA 59,168°45.69'W,54°30.93'S,2020-12-22
MON 10,172°44.70'W,54°13.32'S,2020-12-22
FRA 01,174°31.20'W,53°51.85'S,2020-12-22
FRA 09,175°19.57'W,55°05.30'S,2020-12-22
FRA 1000,177°30.21'W,55°21.90'S,2020-12-22
FRA 27,178°29.23'W,55°45.00'S,2020-12-22
ITA 34,179°38.48'W,55°44.30'S,2020-12-22
FRA 53,176°49.85'E,56°11.29'S,2020-12-22
FRA 18,171°50.55'E,56°19.75'S,2020-12-22
FRA 30,167°53.73'E,55°38.69'S,2020-12-22
FRA 49,164°06.39'E,54°53.12'S,2020-12-22
SUI 7,124°27.30'E,47°02.31'S,2020-12-22
FRA 14,119°18.05'E,45°31.29'S,2020-12-22
GBR 777,117°07.46'E,45°36.40'S,2020-12-22
FRA 92,115°02.16'E,44°51.03'S,2020-12-22
ESP 33,113°16.33'E,45°51.21'S,2020-12-22
FRA 71,108°41.03'E,45°35.60'S,2020-12-22
FRA 8,103°28.81'E,44°51.74'S,2020-12-22
JPN 11,98°02.24'E,46°05.32'S,2020-12-22
FRA 50,88°26.04'E,45°00.22'S,2020-12-22
FRA 83,86°43.97'E,47°38.37'S,2020-12-22
FRA 72,85°48.38'E,46°30.60'S,2020-12-22
FIN 222,77°04.16'E,44°45.65'S,2020-12-22
FRA 17,157°17.53'W,53°17.60'S,2020-12-23
FRA 79,160°17.95'W,55°02.25'S,2020-12-23
FRA 59,162°20.84'W,52°58.90'S,2020-12-23
MON 10,167°19.80'W,52°52.79'S,2020-12-23
FRA 09,167°43.50'W,53°32.06'S,2020-12-23
FRA 01,167°39.88'W,52°57.86'S,2020-12-23
FRA 1000,168°15.94'W,54°28.23'S,2020-12-23
FRA 27,168°36.75'W,54°26.75'S,2020-12-23
ITA 34,169°30.56'W,55°10.37'S,2020-12-23
FRA 53,173°13.98'W,55°46.15'S,2020-12-23
FRA 18,178°38.32'E,56°32.55'S,2020-12-23
FRA 30,171°18.51'E,53°47.49'S,2020-12-23
FRA 49,168°50.72'E,53°41.69'S,2020-12-23
SUI 7,133°14.04'E,50°08.14'S,2020-12-23
FRA 14,126°44.80'E,48°20.59'S,2020-12-23
GBR 777,124°39.64'E,48°04.26'S,2020-12-23
FRA 92,120°19.44'E,46°01.30'S,2020-12-23
ESP 33,117°46.03'E,45°47.00'S,2020-12-23
FRA 71,113°00.25'E,45°45.00'S,2020-12-23
FRA 8,112°26.94'E,45°36.72'S,2020-12-23
JPN 11,108°51.69'E,45°41.32'S,2020-12-23
FRA 50,94°28.76'E,47°14.43'S,2020-12-23
FRA 83,93°07.49'E,47°32.05'S,2020-12-23
FRA 72,91°50.82'E,46°41.52'S,2020-12-23
FIN 222,83°56.40'E,44°42.13'S,2020-12-23
FRA 17,150°36.77'W,51°32.36'S,2020-12-24
FRA 79,151°58.60'W,55°00.33'S,2020-12-24
FRA 59,158°21.87'W,51°09.88'S,2020-12-24
MON 10,161°42.93'W,54°05.03'S,2020-12-24
FRA 01,161°44.27'W,54°06.77'S,2020-12-24
FRA 09,161°49.09'W,53°56.49'S,2020-12-24
FRA 1000,162°08.32'W,54°29.25'S,2020-12-24
FRA 27,162°20.56'W,54°35.75'S,2020-12-24
ITA 34,163°09.94'W,54°48.42'S,2020-12-24
FRA 53,164°12.51'W,55°22.41'S,2020-12-24
FRA 18,171°13.82'W,56°11.06'S,2020-12-24
FRA 30,178°06.30'E,54°12.31'S,2020-12-24
FRA 49,174°15.02'E,54°07.32'S,2020-12-24
SUI 7,141°50.78'E,52°52.50'S,2020-12-24
FRA 14,133°16.71'E,50°56.66'S,2020-12-24
GBR 777,132°14.11'E,50°28.33'S,2020-12-24
FRA 92,127°18.72'E,46°16.39'S,2020-12-24
ESP 33,125°00.45'E,45°09.63'S,2020-12-24
FRA 8,123°32.13'E,46°00.01'S,2020-12-24
FRA 71,121°11.70'E,45°53.65'S,2020-12-24
JPN 11,118°25.15'E,45°32.43'S,2020-12-24
FRA 50,102°59.39'E,45°31.37'S,2020-12-24
FRA 83,102°09.33'E,45°21.34'S,2020-12-24
FRA 72,98°37.78'E,45°45.99'S,2020-12-24
FIN 222,90°38.62'E,43°44.95'S,2020-12-24
FRA 79,147°00.91'W,53°04.23'S,2020-12-25
FRA 17,145°25.30'W,49°15.44'S,2020-12-25
MON 10,153°58.21'W,54°54.68'S,2020-12-25
FRA 01,154°06.50'W,54°44.07'S,2020-12-25
FRA 1000,154°33.13'W,54°37.73'S,2020-12-25
FRA 27,154°47.28'W,54°36.14'S,2020-12-25
FRA 59,153°58.44'W,51°45.89'S,2020-12-25
FRA 09,154°53.30'W,54°18.30'S,2020-12-25
ITA 34,155°43.00'W,54°41.28'S,2020-12-25
FRA 53,156°25.54'W,54°51.33'S,2020-12-25
FRA 18,160°54.71'W,55°39.34'S,2020-12-25
FRA 30,174°43.32'W,53°40.83'S,2020-12-25
FRA 49,179°20.67'W,53°09.71'S,2020-12-25
SUI 7,150°43.62'E,53°46.54'S,2020-12-25
FRA 14,143°23.86'E,51°04.09'S,2020-12-25
GBR 777,142°36.78'E,51°00.65'S,2020-12-25
FRA 92,136°14.82'E,45°31.84'S,2020-12-25
FRA 8,134°58.16'E,45°59.54'S,2020-12-25
ESP 33,133°46.35'E,45°16.19'S,2020-12-25
JPN 11,123°07.60'E,48°39.39'S,2020-12-25
FRA 71,128°16.47'E,43°13.89'S,2020-12-25
FRA 50,110°01.20'E,45°40.76'S,2020-12-25
FRA 83,108°25.38'E,44°39.66'S,2020-12-25
FRA 72,103°45.42'E,44°46.33'S,2020-12-25
FIN 222,96°18.72'E,44°51.97'S,2020-12-25